ObjectId;Department;Title;Artist;ArtistNationality;ObjectDate;ObjectDateBegin;ObjectDateEnd;Medium;Classification;Tags;ImageUrl;Height;Width
437017;European Paintings;Virgin and Child;Master of the Mansi Magdalen;Netherlandish;;1500;1524;Oil on wood;Paintings;Madonna and Child;https://images.metmuseum.org/CRDImages/ep/web-large/DP-23269-001.jpg;48.6;38.7
437018;European Paintings;Saints and Scenes from the Life of the Virgin;Master of Monte Oliveto;Italian;ca. 1320;1315;1325;Tempera on wood, gold ground;Paintings;Adoration of the Magi|Annunciation|Nativity|Adoration of the Shepherds|Mary Magdalene|Saint John the Baptist|Virgin Mary|Archangel Gabriel;https://images.metmuseum.org/CRDImages/ep/web-large/DP313620.jpg;64.1;23.495047
437019;European Paintings;Madonna and Child Enthroned;Master of Monte Oliveto;Italian;;1305;1335;Tempera on wood, gold ground;Paintings;Madonna and Child|Crucifixion|Saint Francis|Saint John the Baptist|Saint Paul|Saint Peter|Bearing the Cross|Lamentation|Flagellation|Christ;https://images.metmuseum.org/CRDImages/ep/web-large/DP368117a.jpg;77.8;41.9
437020;European Paintings;Crucifix;Master of the Orcagnesque Misericordia;Italian;1370–75;1370;1375;Tempera on wood, gold ground;Paintings;Saint Anthony|Saint Francis|Saint John the Evangelist|Christ|Virgin Mary;https://images.metmuseum.org/CRDImages/ep/web-large/DP-24118-001.jpg;45.7;33.7
437021;European Paintings;Head of Christ;Master of the Orcagnesque Misericordia;Italian;;1350;1399;Tempera on wood, gold ground;Paintings;Angels|Christ;https://images.metmuseum.org/CRDImages/ep/web-large/DP-19581-001.jpg;29.5;20.6
437023;European Paintings;Madonna and Child Enthroned with Angels;Master of Varlungo;Italian;;1275;1299;Tempera on wood, silver ground;Paintings;Madonna and Child|Angels;https://images.metmuseum.org/CRDImages/ep/web-large/DT242200.jpg;130.2;82.9
437024;European Paintings;Madonna and Child with the Infant Saint John the Baptist and Angels;Master called Pseudo-Pier Francesco Fiorentino;Italian;;1460;1500;Tempera and gold on wood;Paintings;Madonna and Child|Saint John the Baptist|Doves|Angels;https://images.metmuseum.org/CRDImages/ep/web-large/ep32.100.79.bw.R.jpg;84.8;60.3
437026;European Paintings;The Virgin;Spanish (Catalan) Painter;Spanish;;1445;1455;Tempera and oil on wood, gold ground;Paintings;Virgin Mary;https://images.metmuseum.org/CRDImages/ep/web-large/DP102282.jpg;47.6;40.3
437028;European Paintings;"Abner's Messenger before David; The Queen of Sheba Bringing Gifts to Solomon; The Annunciation";Master of the Saint Barbara Legend; ;ca. 1480;1475;1485;Oil on oak;Paintings;Men|David|Annunciation|Dogs|Solomon|Queen of Sheba;https://images.metmuseum.org/CRDImages/ep/web-large/SF DT1049.jpg;93.3;44.8
437029;European Paintings;The Life and Miracles of Saint Godelieve;Master of the Saint Godelieve Legend;Netherlandish;;1475;1499;Oil on wood;Paintings;Interiors|Women|Saints|Dining|Weddings;https://images.metmuseum.org/CRDImages/ep/web-large/DT224782.jpg;125.1;311.0
437030;European Paintings;Young Man Holding a Book;Master of the View of Sainte Gudule;Netherlandish;ca. 1480;1475;1485;Oil on wood;Paintings;Books|Churches|Men|Portraits;https://images.metmuseum.org/CRDImages/ep/web-large/DP282434.jpg;21.0;13.0
437031;European Paintings;Madonna and Child Enthroned with Saints James Minor and Lucy;Marco di Paolo Veneziano;Italian;;1362;1390;Tempera on wood, gold ground;Paintings;Madonna and Child|Saints|Virgin Mary;https://images.metmuseum.org/CRDImages/ep/web-large/ep32.100.87.bw.R.jpg;31.1;43.8
437032;European Paintings;"Saint Paul with Paolo Pagagnotti; Christ Appearing to His Mother";Master of the Saint Ursula Legend;Netherlandish;late 1480s;1487;1489;Oil on wood;Paintings;Men|Saint Paul|Christ|Virgin Mary;https://images.metmuseum.org/CRDImages/ep/web-large/DT262309.jpg;94.9;28.9
437033;European Paintings;Virgin and Child;Master of the Saint Ursula Legend;Netherlandish;1475–99;1475;1499;Oil on wood;Paintings;Madonna and Child|Nursing;https://images.metmuseum.org/CRDImages/ep/web-large/DP-20393-001.jpg;56.2;34.3
437034;European Paintings;Joseph Interpreting the Dreams of His Fellow Prisoners;Master of the Story of Joseph;Netherlandish;;1495;1505;Oil on wood;Paintings;Food|Prisoners|Men|Cats|Bedrooms;https://images.metmuseum.org/CRDImages/ep/web-large/DT1422.jpg;156.2;156.2
437035;European Paintings;The Lamentation;Master of the Virgin among Virgins; ;;1470;1499;Oil on wood;Paintings;Sadness|Suffering|Mary Magdalene|Saint John the Evangelist|Lamentation|Death|Christ|Virgin Mary;https://images.metmuseum.org/CRDImages/ep/web-large/DP-23271-001.jpg;88.6;51.4
437038;European Paintings;Madonna and Child with Saints Jerome and Mary Magdalen;Matteo di Giovanni di Bartolo;Italian;;1452;1495;Tempera and gold on wood;Paintings;Madonna and Child|Mary Magdalene|Saint Jerome;https://images.metmuseum.org/CRDImages/ep/web-large/ep65.234.bw.R.jpg;61.6;45.1
437039;European Paintings;Classical Landscape with Figures;Henri Mauperché;French;;1622;1686;Oil on canvas;Paintings;Dogs|Landscapes|Human Figures;https://images.metmuseum.org/CRDImages/ep/web-large/DP-23425-001.jpg;70.8;112.4
437040;European Paintings;Changing Pasture;Anton Mauve;Dutch;ca. 1880;1875;1885;Oil on canvas;Paintings;Women|Cows|Landscapes;https://images.metmuseum.org/CRDImages/ep/web-large/DP-22428-001.jpg;61.0;100.6
437041;European Paintings;Gathering Wood;Anton Mauve;Dutch;;1858;1888;Oil on canvas;Paintings;Men|Horses|Working|Landscapes|Carts;https://images.metmuseum.org/CRDImages/ep/web-large/DP207320.jpg;41.9;33.0
437042;European Paintings;The Return to the Fold;Anton Mauve;Dutch;;1858;1888;Oil on canvas;Paintings;Men|Dogs|Sheep|Landscapes|Shepherds;https://images.metmuseum.org/CRDImages/ep/web-large/DP-23076-001.jpg;50.2;86.0
437043;European Paintings;A Shepherdess and Her Flock;Anton Mauve;Dutch;;1858;1888;Oil on canvas;Paintings;Women|Sheep|Shepherds|Dogs;https://images.metmuseum.org/CRDImages/ep/web-large/DP-23346-001.jpg;45.4;64.1
437044;European Paintings;Twilight;Anton Mauve;Dutch;;1858;1888;Oil on canvas;Paintings;Sheep|Shepherds;https://images.metmuseum.org/CRDImages/ep/web-large/ep14.40.812.bw.R.jpg;65.7;45.4
437045;European Paintings;The Last Token: A Christian Martyr;Gabriel Max;Austrian;;1860;1915;Oil on canvas;Paintings;Women|Leopards;https://images.metmuseum.org/CRDImages/ep/web-large/ep87.15.58.bw.R.jpg;171.5;119.4
437046;European Paintings;María Teresa (1638–1683), Infanta of Spain;Juan Bautista Martínez del Mazo;Spanish;ca. 1645;1640;1650;Oil on canvas;Paintings;Girls|Portraits|Dogs;https://images.metmuseum.org/CRDImages/ep/web-large/DP340924.jpg;148.0;102.9
437047;European Paintings;Portrait of a Woman, Possibly Barbara (1768–1829), Marchioness of Donegall;Anne Foldsone Mee;British;ca. 1790;1785;1795;Ivory;Miniatures;Portraits|Women;https://images.metmuseum.org/CRDImages/ep/web-large/39630.jpg;7.3;5.4
437048;European Paintings;Portrait of a Woman, Said to Be Lady Sophia Boyle;Anne Foldsone Mee;British;ca. 1790;1785;1795;Ivory;Miniatures;Portraits|Women;https://images.metmuseum.org/CRDImages/ep/web-large/4652.jpg;6.7;5.4
437049;European Paintings;The Card Players;Ernest Meissonier;French;1863;1863;1863;Oil on wood;Paintings;Men|Playing Cards|Smoking;https://images.metmuseum.org/CRDImages/ep/web-large/DP-19628-001.jpg;35.2;26.7
437050;European Paintings;Soldier Playing the Theorbo;Ernest Meissonier;French;1865;1865;1865;Oil on wood;Paintings;Musical Instruments|Soldiers|Men;https://images.metmuseum.org/CRDImages/ep/web-large/DP140947.jpg;29.2;21.9
437051;European Paintings;A General and His Aide-de-camp;Ernest Meissonier;French;1869;1869;1869;Oil on wood;Paintings;Soldiers|Men|Horse Riding|Generals;https://images.metmuseum.org/CRDImages/ep/web-large/ep87.15.37.R.jpg;19.7;27.6
437052;European Paintings;1807, Friedland;Ernest Meissonier;French;ca. 1861–75;1860;1875;Oil on canvas;Paintings;Wars|Army|Soldiers|Napoleon I|Horse Riding;https://images.metmuseum.org/CRDImages/ep/web-large/DT2144.jpg;179.0704;289.5606
437053;European Paintings;The Afternoon Meal (La Merienda);Luis Meléndez;Spanish;ca. 1772;1772;1772;Oil on canvas;Paintings;Bread|Grapes|Peaches|Still Life;https://images.metmuseum.org/CRDImages/ep/web-large/DT1570.jpg;105.4;153.7
437054;European Paintings;Virgin and Child with Saints Catherine of Alexandria and Barbara;Hans Memling;Netherlandish;early 1480s;1480;1483;Oil on wood;Paintings;Madonna and Child|Saint Catherine|Musical Instruments|Men|Reading|Angels|Saint Barbara;https://images.metmuseum.org/CRDImages/ep/web-large/DT1465.jpg;68.3;73.3
437055;European Paintings;Portrait of an Old Man;Hans Memling;Netherlandish;ca. 1475;1470;1480;Oil on wood;Paintings;Men|Portraits;https://images.metmuseum.org/CRDImages/ep/web-large/DP336526.jpg;26.4;19.4
437056;European Paintings;"Tommaso di Folco Portinari (1428–1501); Maria Portinari (Maria Maddalena Baroncelli, born 1456)";Hans Memling;Netherlandish;ca. 1470;1465;1475;Oil on wood;Paintings;Couples|Men|Portraits|Women;https://images.metmuseum.org/CRDImages/ep/web-large/DT28_DT29.jpg;44.1;33.7
437057;European Paintings;Virgin and Child;Hans Memling;Netherlandish;ca. 1475–80;1475;1480;Oil on wood;Paintings;Madonna and Child|Nursing;https://images.metmuseum.org/CRDImages/ep/web-large/DP-19587-001.jpg;24.8;24.8
437059;European Paintings;Young Woman with a Pink;Hans Memling; ;ca. 1485–90;1485;1490;Oil on wood;Paintings;Portraits|Women;https://images.metmuseum.org/CRDImages/ep/web-large/DP-19588-001.jpg;43.2;18.7
437060;European Paintings;Virgin and Child;Hans Memling; ;ca. 1490–94;1490;1494;Oil on wood;Paintings;Madonna and Child|Books;https://images.metmuseum.org/CRDImages/ep/web-large/LC-Memling_32_100_58_overall.jpg;35.9;26.0
437061;European Paintings;Salvator Mundi;Hans Memling;Netherlandish;1480–85;1480;1485;Oil on wood;Paintings;Cross|Christ;https://images.metmuseum.org/CRDImages/ep/web-large/DP-19586-001.jpg;27.3;27.3
437062;European Paintings;Virgin and Child;Hans Memling; ;;1500;1529;Oil on wood;Paintings;Madonna and Child|Apples;https://images.metmuseum.org/CRDImages/ep/web-large/DT245520.jpg;27.3;21.0
437063;European Paintings;Madonna and Child with Saints and Angels;Lippo Memmi (Filippo di Memmo);Italian;ca. 1350;1345;1355;Tempera on wood, gold ground;Paintings;Madonna and Child|Saint Francis|Saint John the Baptist|Angels;https://images.metmuseum.org/CRDImages/ep/web-large/DP367960.jpg;66.7;33.0
437064;European Paintings;Saint Clare;Lippo Memmi (Filippo di Memmo);Italian;ca. 1330;1325;1335;Tempera on wood, gold ground;Paintings;Women|Saints|Books;https://images.metmuseum.org/CRDImages/ep/web-large/DP-24731-001.jpg;48.3;20.3
437065;European Paintings;Saint Paul;Lippo Memmi (Filippo di Memmo);Italian;ca. 1330;1325;1335;Tempera on wood, gold ground;Paintings;Swords|Saint Paul;https://images.metmuseum.org/CRDImages/ep/web-large/DP295031.jpg;95.9;48.3
437067;European Paintings;Johann Joachim Winckelmann (1717–1768);Anton Raphael Mengs;German;ca. 1777;1772;1782;Oil on canvas;Paintings;Men|Portraits;https://images.metmuseum.org/CRDImages/ep/web-large/DP120383.jpg;63.5;49.2
437068;European Paintings;The Vision of Saint Anthony of Padua;Anton Raphael Mengs;German;;1758;1758;Ivory;Miniatures;Saint Anthony|Skulls|Men|Jesus;https://images.metmuseum.org/CRDImages/ep/web-large/257487.jpg;13.0;9.5
437069;European Paintings;Falling Leaves, Allegory of Autumn;Hugues Merle;French;1872;1872;1872;Oil on canvas;Paintings;Children|Female Nudes|Autumn|Allegory;https://images.metmuseum.org/CRDImages/ep/web-large/ep87.15.107.bw.R.jpg;174.9;109.9
437070;European Paintings;A Musical Party;Gabriël Metsu;Dutch;1659;1659;1659;Oil on canvas;Paintings;Musical Instruments|Men|Women|Party|Music|Interiors|Lutes;https://images.metmuseum.org/CRDImages/ep/web-large/DP145948.jpg;62.2;54.3
437071;European Paintings;The Visit to the Nursery;Gabriël Metsu;Dutch;1661;1661;1661;Oil on canvas;Paintings;Infants|Men|Women|Bedrooms|Dogs|Servants;https://images.metmuseum.org/CRDImages/ep/web-large/DP146447.jpg;77.5;81.3
437072;European Paintings;Tavern Scene;Gabriël Metsu;Dutch;;1649;1667;Oil on wood;Paintings;Musical Instruments|Taverns|Men|Women|Smoking|Drinking|Genre Scene;https://images.metmuseum.org/CRDImages/ep/web-large/DP143160.jpg;36.5;32.1
437073;European Paintings;A Woman Seated at a Window;Gabriël Metsu;Dutch;early 1660s;1660;1663;Oil on wood;Paintings;Windows|Fruit|Portraits|Women;https://images.metmuseum.org/CRDImages/ep/web-large/DP146466.jpg;27.6;22.5
437074;European Paintings;A Cavalry Engagement;Adam Frans van der Meulen;Flemish;;1652;1690;Oil on wood;Paintings;Men|Horse Riding|Landscapes;https://images.metmuseum.org/CRDImages/ep/web-large/ep71.96.R.jpg;21.9;31.8
437075;European Paintings;Portrait of a Woman, Said to Be Marie de Mautesson;François Meuret;French;ca. 1830;1825;1835;Ivory;Miniatures;Portraits|Women;https://images.metmuseum.org/CRDImages/ep/web-large/127595.jpg;5.7;4.8
437076;European Paintings;Hannah Mahady;Jeremiah Meyer;German;ca. 1760;1755;1765;Ivory;Miniatures;Portraits|Women;https://images.metmuseum.org/CRDImages/ep/web-large/51136.jpg;2.2;1.6
437078;European Paintings;Waterfall at Mont-Dore;Achille-Etna Michallon;French;1818;1818;1818;Oil on canvas;Paintings;Waterfalls;https://images.metmuseum.org/CRDImages/ep/web-large/DP-23366-001.jpg;41.3;56.2
437079;European Paintings;Landscape with a Plowed Field and a Village;Georges Michel;French;probably after 1827;1828;1843;Oil on canvas;Paintings;Landscapes;https://images.metmuseum.org/CRDImages/ep/web-large/DP-15730-001.jpg;51.1;70.2
437080;European Paintings;The Mill of Montmartre;Georges Michel;French;probably ca. 1820;1815;1825;Oil on canvas;Paintings;Windmills|Landscapes|Paris;https://images.metmuseum.org/CRDImages/ep/web-large/DP-17611-001.jpg;73.7;101.6
437081;European Paintings;Madonna and Child with the Infant Saint John the Baptist;Michele da Verona (Michele di Zenone);Italian;probably late 1490s;1497;1499;Tempera and oil on wood;Paintings;Madonna and Child|Saint John the Baptist|Cross;https://images.metmuseum.org/CRDImages/ep/web-large/EP254.jpg;73.7;57.8
437082;European Paintings;The Baker's Cart;Jean Michelin;French;1656;1656;1656;Oil on canvas;Paintings;Bread|Boys|Men|Women|Bakers|Carts;https://images.metmuseum.org/CRDImages/ep/web-large/DP366472.jpg;98.4;125.4
437083;European Paintings;The Marriage of the Virgin;Michelino da Besozzo (Michelino de Mulinari);Italian;ca. 1430;1425;1435;Tempera and gold on wood;Paintings;Men|Saints|Birds|Joseph|Marriage of the Virgin|Virgin Mary;https://images.metmuseum.org/CRDImages/ep/web-large/DP134149.jpg;77.47015;59.69012
437084;European Paintings;Landscape with a Battle between Two Rams;Jan Miel;Flemish;ca. 1640;1635;1645;Oil on canvas;Paintings;Men|Women|Horse Riding|Rams|Landscapes;https://images.metmuseum.org/CRDImages/ep/web-large/DP369419.jpg;173.4;248.0
437085;European Paintings;Margaretha van Clootwijk (born about 1580/81, died 1662);Michiel Jansz. van Mierevelt;Netherlandish;1639;1639;1639;Oil on wood;Paintings;Portraits|Women;https://images.metmuseum.org/CRDImages/ep/web-large/DP143161.jpg;70.5;58.1
437086;European Paintings;Jacob van Dalen (1570–1644), Called Vallensis;Michiel Jansz. van Mierevelt;Netherlandish;1640;1640;1640;Oil on wood;Paintings;Men|Portraits|Coat of Arms;https://images.metmuseum.org/CRDImages/ep/web-large/DP143162.jpg;69.9;58.4
437087;European Paintings;Portrait of a Woman with a Lace Collar;Michiel Jansz. van Mierevelt;Netherlandish;ca. 1632–35;1632;1635;Oil on wood;Paintings;Portraits|Women;https://images.metmuseum.org/CRDImages/ep/web-large/DP143168.jpg;74.6;60.3
437088;European Paintings;The Serenade;Frans van Mieris the Elder;Dutch;ca. 1678–80;1678;1680;Oil on wood;Paintings;Men|Women|Musical Instruments|Musicians;https://images.metmuseum.org/CRDImages/ep/web-large/DP143182.jpg;14.6;11.1
437089;European Paintings;Portrait of a Man;Arnold Boonen;Dutch;ca. 1720;1715;1725;Oil on canvas;Paintings;Men|Portraits;https://images.metmuseum.org/CRDImages/ep/web-large/DP140945.jpg;56.5;47.6
437090;European Paintings;Charles I (1600–1649), King of England;Daniël Mijtens;Dutch;1629;1629;1629;Oil on canvas;Paintings;Kings|Men|Portraits;https://images.metmuseum.org/CRDImages/ep/web-large/DP-17060-001.jpg;200.3;140.7
437092;European Paintings;Portia;Sir John Everett Millais;British;1886;1886;1886;Oil on canvas;Paintings;Portraits|Women;https://images.metmuseum.org/CRDImages/ep/web-large/DP169564.jpg;125.1;83.8
437093;European Paintings;Mercury and Battus;Francisque Millet;French;;1662;1679;Oil on canvas;Paintings;Landscapes|Men|Mercury|Mountains;https://images.metmuseum.org/CRDImages/ep/web-large/DP-17624-001.jpg;119.4;177.8
437094;European Paintings;Autumn Landscape with a Flock of Turkeys;Jean-François Millet;French;1872–73;1872;1873;Oil on canvas;Paintings;Turkeys|Landscapes|Autumn;https://images.metmuseum.org/CRDImages/ep/web-large/DT1982.jpg;81.0;99.1
437095;European Paintings;Calling the Cows Home;Jean-François Millet;French;ca. 1872;1872;1872;Oil on wood;Paintings;Men|Cows;https://images.metmuseum.org/CRDImages/ep/web-large/DP345570.jpg;94.6;64.8
437096;European Paintings;Garden Scene;Jean-François Millet;French;1854;1854;1854;Oil on canvas;Paintings;Gardens|Men|Women|Gardeners;https://images.metmuseum.org/CRDImages/ep/web-large/DP-22841-001.jpg;17.1;21.3
437097;European Paintings;Haystacks: Autumn;Jean-François Millet;French;ca. 1874;1869;1875;Oil on canvas;Paintings;Sheep|Landscapes|Haystacks;https://images.metmuseum.org/CRDImages/ep/web-large/DP124093.jpg;85.1;110.2
437098;European Paintings;Shepherdess Seated on a Rock;Jean-François Millet;French;1856;1856;1856;Oil on wood;Paintings;Women|Shepherds|Knitting;https://images.metmuseum.org/CRDImages/ep/web-large/DP140429.jpg;35.9;28.3
437099;European Paintings;Woman with a Rake;Jean-François Millet;French;probably 1856–57;1856;1857;Oil on canvas;Paintings;Women|Working|Farms|Haystacks;https://images.metmuseum.org/CRDImages/ep/web-large/DT1978.jpg;39.7;34.3
437100;European Paintings;The Dormition of the Virgin;Ioannes Mokos;Greek;;1680;1724;Tempera and oil on wood, gold ground;Paintings;Men|Women|Death of the Virgin|Angels|Christ|Virgin Mary;https://images.metmuseum.org/CRDImages/ep/web-large/SFMokos.jpg;34.3;28.6
437101;European Paintings;The Rest on the Flight into Egypt;Pier Francesco Mola;Italian;;1632;1666;Oil on copper;Paintings;Donkeys|Holy Family|Angels;https://images.metmuseum.org/CRDImages/ep/web-large/DP116165.jpg;22.9;27.9
437102;European Paintings;Landscape with a Cottage;Pieter de Molijn;Dutch;1629;1629;1629;Oil on wood;Paintings;Landscapes;https://images.metmuseum.org/CRDImages/ep/web-large/DP146459.jpg;37.5;55.2
437103;European Paintings;Harbor Scene: An English Ship with Sails Loosened Firing a Gun;Peter Monamy;British;;1704;1749;Oil on canvas;Paintings;Harbors|Ships;https://images.metmuseum.org/CRDImages/ep/web-large/DP169404.jpg;121.9;149.9
437139;European Paintings;An Artist Painting a Heraldic Shield in a Cabinet of Curiosities;Monogrammist FA;Northern European;1664;1664;1664;Vellum laid on card;Miniatures;Painting|Men|Coat of Arms|Artists|Easels;https://images.metmuseum.org/CRDImages/ep/web-large/150489.jpg;10.8;15.2
437140;European Paintings;Portrait of a Man;Monogrammist FS (Franciszek Smiadecki?);British;ca. 1650;1645;1655;Oil on card with gessoed back;Miniatures;Men|Portraits;https://images.metmuseum.org/CRDImages/ep/web-large/175400.jpg;6.7;5.7
437141;European Paintings;Portrait of a Man;Monogrammist IS;Flemish;1621;1621;1621;Oil on copper;Miniatures;Men|Portraits;https://images.metmuseum.org/CRDImages/ep/web-large/28875.jpg;10.5;9.2
437142;European Paintings;Traveling Players;Monogrammist JG;Northern European;ca. 1630;1625;1635;Vellum laid on wood;Miniatures;Crowd|Performance|Men|Dogs|Actors;https://images.metmuseum.org/CRDImages/ep/web-large/258489.jpg;7.0;8.9
437143;European Paintings;Portrait of a Man in White;Monogrammist LAM;French;1574;1574;1574;Oil on wood;Paintings;Men|Portraits;https://images.metmuseum.org/CRDImages/ep/web-large/32.100.119.jpg;41.0;24.1
437144;European Paintings;Madonna Adoring the Child;Bartolomeo Montagna (Bartolomeo Cincani);Italian;;1479;1523;Oil(?) on wood;Paintings;Madonna and Child|Jesus;https://images.metmuseum.org/CRDImages/ep/web-large/DP328558.jpg;62.9;52.1
437145;European Paintings;Saint Justina of Padua;Bartolomeo Montagna (Bartolomeo Cincani);Italian;1490s;1490;1499;Oil on wood;Paintings;Portraits|Women|Saints;https://images.metmuseum.org/CRDImages/ep/web-large/DP-18516-001.jpg;49.5;38.4
437146;European Paintings;Portrait of a Woman;Francesco Montemezzano;Italian;;1560;1602;Oil on canvas;Paintings;Portraits|Women|Dogs;https://images.metmuseum.org/CRDImages/ep/web-large/DP-20210-001.jpg;118.7;99.1
437147;European Paintings;The Court of the Princess;Adolphe Monticelli;French;;1844;1886;Oil on wood;Paintings;Princesses|Men|Women;https://images.metmuseum.org/CRDImages/ep/web-large/ep7.267.R.jpg;38.1;59.4
437148;European Paintings;Flowers in a Blue Vase;Adolphe Monticelli;French;1879–1883;1879;1883;Oil on wood;Paintings;Flowers|Vases|Still Life;https://images.metmuseum.org/CRDImages/ep/web-large/DT2791.jpg;67.3;48.9
437149;European Paintings;Four Figures;Adolphe Monticelli;French;;1844;1886;Oil on wood;Paintings;Women;https://images.metmuseum.org/CRDImages/ep/web-large/DP-23541-001.jpg;24.8;19.7
437150;European Paintings;Portrait of a Woman as Diana;Arnaud Vincent de Montpetit;French;1760s;1760;1769;Verre  fixé;Miniatures;Portraits|Women|Diana;https://images.metmuseum.org/CRDImages/ep/web-large/257489.jpg;3.5;2.5
437151;European Paintings;Portrait of a Man, Possibly Ottavio Farnese (1524–1586), Duke of Parma and Piacenza;Anthonis Mor van Dashorst;Netherlandish;1563;1563;1563;Oil on canvas;Paintings;Men|Portraits;https://images.metmuseum.org/CRDImages/ep/web-large/ep51.5.bw.R.jpg;208.9;118.7
437152;European Paintings;Virgin and Child Enthroned with Scenes from the Life of the Virgin;Morata Master;Spanish;;1470;1499;Tempera and gold on wood;Paintings;Madonna and Child|Saints|Adoration of the Magi|Nativity|Resurrection|Coronation of the Virgin|Angels;https://images.metmuseum.org/CRDImages/ep/web-large/DP-14826-001.jpg;132.1;87.9
437153;European Paintings;Oedipus and the Sphinx;Gustave Moreau;French;1864;1864;1864;Oil on canvas;Paintings;Oedipus|Sphinx|Men;https://images.metmuseum.org/CRDImages/ep/web-large/DP-14201-023.jpg;238.12547;135.89027
437154;European Paintings;Portrait of a Young Boy;Paulus Moreelse;Netherlandish;;1591;1638;Oil on wood;Paintings;Boys|Portraits;https://images.metmuseum.org/CRDImages/ep/web-large/DP145934.jpg;58.4;49.8
437156;European Paintings;The Entombment;Moretto da Brescia (Alessandro Bonvicino);Italian;1554;1554;1554;Oil on canvas;Paintings;Sadness|Mary Magdalene|Entombment|Christ|Virgin Mary;https://images.metmuseum.org/CRDImages/ep/web-large/DP-15282-001.jpg;240;189.2
437157;European Paintings;Christ in the Wilderness;Moretto da Brescia (Alessandro Bonvicino);Italian;ca. 1515–20;1515;1520;Oil on canvas;Paintings;Bears|Birds|Deer|Foxes|Lions|Angels|Christ;https://images.metmuseum.org/CRDImages/ep/web-large/DP-19630-001.jpg;45.7;55.2
437158;European Paintings;Portrait of a Man;Moretto da Brescia (Alessandro Bonvicino);Italian;ca. 1520–25;1520;1525;Oil on canvas;Paintings;Men|Portraits;https://images.metmuseum.org/CRDImages/ep/web-large/DT11762.jpg;118.74524;113.347725
437159;European Paintings;Young Woman Knitting;Berthe Morisot;French;ca. 1883;1878;1888;Oil on canvas;Paintings;Women|Knitting;https://images.metmuseum.org/CRDImages/ep/web-large/DT1928.jpg;50.2;60.0
437161;European Paintings;The Bell Inn;George Morland;British;late 1780s;1787;1789;Oil on canvas;Paintings;Inns|Men|Women|Dogs|Pigs;https://images.metmuseum.org/CRDImages/ep/web-large/DP169631.jpg;52.1;66.7
437163;European Paintings;Lucrezia Agliardi Vertova (1490?–1558);Giovanni Battista Moroni;Italian;1557;1557;1557;Oil on canvas;Paintings;Portraits|Women;https://images.metmuseum.org/CRDImages/ep/web-large/DP105661.jpg;91.4;68.6
437164;European Paintings;Bartolomeo Bonghi (died 1584);Giovanni Battista Moroni;Italian;shortly after 1553;1553;1559;Oil on canvas;Paintings;Men|Portraits;https://images.metmuseum.org/CRDImages/ep/web-large/DT382.jpg;101.6;81.9
437165;European Paintings;Portrait of a Man;Giovanni Battista Moroni;Italian;;1544;1578;Oil on canvas;Paintings;Men|Portraits|Helmets;https://images.metmuseum.org/CRDImages/ep/web-large/DP-17625-001.jpg;121.9;102.9
437166;European Paintings;A Hunter with a Dog;Mortier;French;1794–95;1794;1795;Ivory;Miniatures;Men|Portraits|Dogs;https://images.metmuseum.org/CRDImages/ep/web-large/DP327725.jpg;7.0;8.3
437167;European Paintings;Louis XVI (1754–1793), King of France;Jean Laurent Mosnier;French;1790;1790;1790;Ivory;Miniatures;Kings|Men|Portraits;https://images.metmuseum.org/CRDImages/ep/web-large/ep62.122.69.R.jpg;7.0;7.0
437168;European Paintings;Christ Shown to the People;Jan Mostaert;Netherlandish;1510–15;1510;1515;Oil on wood;Paintings;Men|Virgin Mary|Pilate|Christ;https://images.metmuseum.org/CRDImages/ep/web-large/DT8855.jpg;30.5;22.5
437170;European Paintings;The Music Room;Mihály Munkácsy;Hungarian;1878;1878;1878;Oil on wood;Paintings;Interiors|Men|Women|Pianos|Dogs;https://images.metmuseum.org/CRDImages/ep/web-large/DT224403.jpg;88.9;116.8
437171;European Paintings;The Old Castle;Emanuel Murant;Dutch;;1642;1700;Oil on wood;Paintings;Trees|Clouds|Castles|Men|Women|Dogs;https://images.metmuseum.org/CRDImages/ep/web-large/DP143169.jpg;39.7;55.6
437172;European Paintings;The Crucifixion;Bartolomé Estebán Murillo;Spanish;ca. 1675;1670;1680;Oil on canvas;Paintings;Cross|Crucifixion|Christ;https://images.metmuseum.org/CRDImages/ep/web-large/DT10248.jpg;50.8;33.0
437173;European Paintings;Don Andrés de Andrade y la Cal;Bartolomé Estebán Murillo;Spanish;ca. 1665–72;1665;1672;Oil on canvas;Paintings;Men|Portraits|Dogs;https://images.metmuseum.org/CRDImages/ep/web-large/DP-16333-001.jpg;200.7;119.4
437174;European Paintings;A Knight of Alcántara or Calatrava;Bartolomé Estebán Murillo;Spanish;ca. 1650–55;1650;1655;Oil on canvas;Paintings;Men|Portraits|Knights;https://images.metmuseum.org/CRDImages/ep/web-large/DP223490.jpg;195.6;111.1
437175;European Paintings;Virgin and Child;Bartolomé Estebán Murillo;Spanish;1670s;1670;1679;Oil on canvas;Paintings;Madonna and Child;https://images.metmuseum.org/CRDImages/ep/web-large/DP-14936-010.jpg;165.7;109.2
437176;European Paintings;Portrait of a Man;David Myers;British;1664;1664;1664;Vellum laid on prepared gessoed card;Miniatures;Men|Portraits;https://images.metmuseum.org/CRDImages/ep/web-large/57102.jpg;6.3;5.1
